doc_id,context,question,ratings,hypo_answers
rugbysevens,"Brief Overview of the Rules

Although plenty of rugby variants have emerged over the years—including rugby league, beach rugby and flag rugby—the two main forms of the game remain 15-player rugby union and rugby sevens. All variants share the same basic rules for tackling, backward passes and scrums, which differ based on the number of players on the pitch. Rugby sevens is fast-paced and intense, played in matches lasting 14 minutes. It is an exceptionally testing version of the sport, in which players make more sprints and score more tries than in rugby union. Points are scored in the same way as rugby union: 5 points for a try, 2 points for a conversion, and 3 points for a drop goal or penalty.",How many points are awarded for a conversion in rugby sevens?,5,2 points
rugbysevens,"Olympic History

The history of rugby at the Olympic Games stretches over several periods. A men’s rugby union competition was first included at the 1900 Paris Games, and was contested again at the 1908, 1920 and 1924 Olympics. However, the sport was dropped from the Olympic programme following the 1924 Games in Paris.

In October 2009 the IOC voted to introduce the sevens version of the sport at the Rio 2016 Olympic Games, and it has been part of the men’s and women’s programme ever since.",When was the sevens version of rugby introduced to the Olympic Games?,5,The sevens version of rugby was introduced to the Olympic Games in 2016.
cyclingmountainbike,"Mountain bike is a relatively new sport that emerged in the 1970s, when cyclists in California decided to take their bikes off-road and explore new trails. In the 1990s, the first mountain bikes that could withstand the impact of rougher terrain were created, and the hobby subsequently took off, quickly becoming a sport in its own right. The first informal competitions took place in the late 1970s before the first official world championships were held in the 1990s.",When were the first official world championships for mountain biking held?,4,The first official world championships for mountain biking were held in 1990.
cyclingmountainbike,"Brief Overview of the Rules

There are two cross-country mountain bike events: one for women and one for men. Riders set off from the same starting line and contest multiple laps around a loop on mountainous, rough terrain that tests their technique, endurance, and stamina.

Races feature a mass start and, in general, multiple laps. Riders take one to two hours to complete an intense course full of twists and turns, covering tens of kilometres during the event.",What type of terrain do riders compete on in the cross-country mountain bike events?,5,"Riders compete on a variety of terrains in cross-country mountain bike events, but typically it includes a mix of singletrack trails, rocky sections, technical descents, steep climbs, and sometimes even man-made features like jumps and drops."
cyclingmountainbike,"Olympic History

Mountain bike made its Olympic debut 100 years after track cycling and road cycling at the Atlanta 1996 Olympic Games, with individual races for men and women. French and Swiss athletes have regularly finished on the Olympic podium in mountain bike, combining for 16 of the 42 medals awarded in the discipline.",How many Olympic medals have French and Swiss athletes won in mountain bike racing?,5,French and Swiss athletes have won a total of 4 Olympic medals in mountain bike racing.
cyclingbmxfreestyle,"Bicycle Motocross (BMX) Freestyle was born out of the imagination of children and teenagers in California in the 1970s, who were inspired by the moves of BMX racers in the region. The sport became increasingly popular over the subsequent decades and was integrated into the programmes of extreme sports competitions including the X Games in the 2000s and the FISE International Festival of Extreme Sports. The first BMX Freestyle World Cup was organised by cycling’s world governing body, the Union Cycliste Internationale (UCI), in 2016 as part of that year’s FISE.",How did BMX Freestyle originate and gain popularity over the years?,5,"BMX Freestyle originated in the 1970s when riders started performing stunts and tricks on their bicycles in empty swimming pools and skate parks. The sport gained popularity through exposure in movies, magazines, and competitions, as well as through the rise of professional riders and the creation of specialized equipment designed for freestyle BMX. Additionally, the inclusion of BMX Freestyle in the X Games helped to bring the sport to a wider audience and increase its popularity over the years."
cyclingbmxfreestyle,"Brief Overview of the Rules

The BMX Freestyle competition will take place in an urban park where riders will perform as many tricks as possible in 60 seconds. They will be scored based on the difficulty of the tricks, the height of their jumps, and the creativity and style of their routines.",How will the BMX Freestyle competition be scored during the event?,5,"The BMX Freestyle competition will be scored based on factors such as difficulty of tricks, creativity, style, amplitude, and execution. Judges will assign point values to each rider's performance with higher scores given for more difficult and impressive tricks."
cyclingbmxfreestyle,"Olympic History

BMX Freestyle got its first run out on the Olympic stage at the 2018 Youth Olympic Games in Buenos Aires. It offered a thrilling spectacle in front of packed crowds, convincing the International Olympic Committee of the potential of this ultimate urban sport.

BMX Freestyle returns for its second Olympic Games at Paris 2024 after making its competitive debut at Tokyo 2020.",When did BMX Freestyle make its competitive debut at the Olympic Games?,4,BMX Freestyle made its competitive debut at the Olympic Games in 2020 in Tokyo.
canoeslalom,"For centuries, canoes were used as a means of transport (as well as a useful tool for hunting and fishing) in North America, Siberia, and Greenland. The sport of canoe slalom was modelled from ski slalom and began in Switzerland in 1932. The first contests were performed on flat water, but were later switched to whitewater rapids.",How did the sport of canoe slalom originate and evolve over time?,4,"Canoe slalom originated in the 1940s in Switzerland and France as a way to test the skills of canoeists in navigating through a series of gates on a river or whitewater course. It evolved over time to become an official Olympic sport in 1972 and has since grown in popularity worldwide. The sport has seen advancements in equipment and techniques, as well as changes in course design to challenge athletes in new ways. Today, canoe slalom continues to be a thrilling and competitive sport enjoyed by athletes and spectators alike."
canoeslalom,"Brief Overview of the Rules

Both canoe and kayak races feature on the Olympic Games programme, each with its own specific rules. Canoeists kneel in the boat and use a single-blade paddle on one side at a time, whereas kayakers are seated and use a double-bladed paddle.

Slalom races take place on an artificial white-water course. Competitors have to navigate boats through a course of gates (18 to 25) in the fastest time possible, taking care not to incur penalties for missing or touching gates. These races put athletes’ concentration, reactions and technique to the test.

Paris 2024 will see the Olympic debut of kayak cross: a combination of all of canoeing’s whitewater disciplines, contested by four competitors simultaneously.",What is the main difference between canoe and kayak races in terms of equipment and paddling technique?,5,"One main difference between canoe and kayak races is the number of paddlers. Canoes typically have 1-3 paddlers using single-bladed paddles, while kayaks usually have 1-2 paddlers using double-bladed paddles. Canoes require more coordination between paddlers, while kayaks can be paddled solo or in tandem easily."
canoeslalom,"Olympic History

Canoe slalom made its debut at the 1972 Olympic Games in Munich and became a permanent Olympic fixture at the 1992 Games in Barcelona. Athletes from European nations have achieved enormous success in the sport at the Games, winning roughly 90 per cent of all canoe slalom medals.",In what year did canoe slalom become a permanent Olympic event?,5,I would guess that canoe slalom became a permanent Olympic event in 1992.
beachhandball,"After beach volleyball began to thrive on Italy’s beaches, it inspired the country’s handball players to transfer the game to the sand.",How did the success of beach volleyball in Italy impact the country's handball players?,4,"The success of beach volleyball in Italy likely did not have a direct impact on the country's handball players. Beach volleyball and handball are separate sports with different skill sets and competition structures, so the success of one would not necessarily translate to success in the other."
beachhandball,"Beach Handball Evolution

In the late 1980s, Italian coach Simonetta Montagni began developing handball on the beach. As the discipline began to grow in popularity, coach Luciano Bartolini was asked to create the first set of rules for the game in 1990, making the fast-paced game fit within the existing beach volleyball court lines.

In 2000, beach handball became an official European Handball Federation (EHF) sport, and the first EHF Beach Handball European Championship was held that year in Gaeta, Italy. The sport was further developed with representatives of the International Handball Federation (IHF), and it began to reach a global audience. In 2004, the first Beach Handball World Championship was held in Egypt, and the first IHF under-17 World Championships were held in Mauritius in 2017. There, Spain won the men’s event and Hungary claimed the women’s gold.",Who created the first set of rules for beach handball in 1990?,5,The International Handball Federation(created the first set of rules for beach handball in 1990)
beachhandball,"Beach and Indoor Differences

While beach handball stems from indoor handball, the sand underfoot shapes how the game is played. The softer landing often results in spectacular, twisting mid-air shots from players hoping to outwit the goalkeeper. Unlike indoor handball, beach handball is not only a non-contact sport, but each period is also scored separately. The winner of a period is awarded one point. Tied matches are decided by a shootout, where a player will try to beat the opposing team’s goalkeeper in a one-on-one. In the shootouts, each team gets five initial attempts. If the scores remained tied, sudden death decides the winner.",What are the differences between beach handball and indoor handball in terms of gameplay and scoring?,4,"Beach handball is typically played on sand with a smaller court and fewer players compared to indoor handball. In beach handball, the goals are smaller and teams usually consist of 4 players and a goalkeeper. The gameplay in beach handball is faster-paced due to the smaller court and fewer players. Scoring in beach handball is similar to indoor handball, with goals being worth one point each. However, in beach handball, there are more opportunities for spectacular goals due to the acrobatic nature of the game on sand."
beachhandball,"The Basics

In beach handball, four players from a squad of 10 – nine at the Olympic Games – take the court at a time: three players and one goalkeeper. As with indoor handball, goals are scored when the ball is thrown into the opponent’s goal, with spectacular goals, such as in-flight goals are spin shots, and goals that are scored by a goalkeeper, or from a penalty throw, worth an extra point. Beach handball matches are fast-paced, with two, 10-minute periods of play.",What is the maximum number of players that can be on the court at a time in beach handball?,5,There can be a maximum of 4 players on the court at a time in beach handball.
beachhandball,"Olympic History

Beach Handball, a new discipline of handball, made its debut on the Olympic stage at the Summer Youth Olympic Games Buenos Aires 2018. There, it replaced indoor handball, which was included at Singapore 2010 and Nanjing 2014. The discipline made a big statement at Buenos Aires 2018 since it had the largest number of athletes of any of the new disciplines; 215 athletes competed in the men’s and women’s tournaments. The men’s team from Spain and the women’s team from Argentina each took the gold.","What discipline of handball made its debut at the Summer Youth Olympic Games Buenos Aires 2018, replacing indoor handball?",5,Beach handball
tabletennis,"Table tennis is derived from lawn tennis and was initially played as after-dinner entertainment among upper-class English families who would use whatever they could find as equipment. At the time, they would place books on a table to serve as a net, the lids of cigar boxes for rackets and a rounded-off cork from a champagne bottle as the ball. Thankfully, table tennis equipment has evolved over time and in 1926 competitions were organised in Berlin and London, giving rise to the first world championships which were held in London that same year. Enormously popular in Asia, table tennis is played by over 40 million people around the globe, making it one of the most popular sports in the world.",What makeshift items were originally used as equipment for table tennis before proper equipment was developed?,5,Books or cigar box lids were originally used as equipment for table tennis before proper equipment was developed.
tabletennis,"Brief Overview of the Rules

Table tennis is played on a table divided into two halves by a net in the middle, using an extremely lightweight ball and sophisticated rackets or ‘paddles’ comprising a wooden blade coated with a rubber surface on both sides.

Singles matches are a best-of-seven games format, with the first player to 11 points (by a margin of two clear points) winning each game. Team matches consist of four singles matches and one doubles match, each played in a best-of-five games format. Each team consists of three players and matches end when a team has won three individual games. In doubles matches, players take turns to hit the ball.",How many points are required to win each game in a singles table tennis match?,5,11 points.
tabletennis,"Olympic History

Table tennis first appeared at the Seoul Olympic Games in 1988, with singles and doubles competitions for men and women. In 2008, the doubles competition was replaced with the team competition, and the programme was expanded for the 2020 Tokyo Games to include mixed doubles, bringing the total number of events to five, split evenly across both genders.

Up until the mid-20th century, the sport was dominated by central European countries such as Hungary, the Czech Republic, Austria and Germany. However, since table tennis became a part of the Olympic programme at Seoul 1988, athletes representing the People’s Republic of China have prevailed, winning a total of 60 medals (including 32 golds) at the Games.",Which country has dominated the sport of table tennis at the Olympic Games since its inclusion in the programme in 1988?,5,China
canoesprint,"For centuries, canoes were used as a means of transport (as well as a useful tool for hunting and fishing) in North America, Siberia, and Greenland. The first recorded competitive canoe sprint race took place at the British Royal Canoe Club in 1869.",Where did the first recorded competitive canoe sprint race take place?,5,The first recorded competitive canoe sprint race took place in 1869 on the River Thames in England.
canoesprint,"Brief Overview of the Rules

Canoe and kayak races feature on the Olympic Games programme, each with its own specific rules. Canoeists kneel in the boat and use a single-blade paddle on one side at a time, whereas kayakers are seated and use a double-bladed paddle.

Canoe sprint races take place on flatwater and feature sprints over various distances (women’s races are either over 200m or 500m, while men’s races are either 500m or 1000m), with one, two or four athletes per boat.",How do the rules for canoe and kayak races differ in terms of paddling technique?,5,"One key difference in the rules for canoe and kayak races in terms of paddling technique is that in canoe races, the paddlers typically use a single-bladed paddle and paddle on one side of the boat to steer and propel the canoe forward. In kayak races, the paddlers use a double-bladed paddle and alternate sides with each stroke to maintain balance and efficiency. Additionally, the paddling techniques for canoe and kayak races are optimized for the specific design and shape of each type of boat, leading to differences in stroke mechanics and overall strategy during competition."
canoesprint,"Olympic History

Canoe sprint became an Olympic medal discipline at the Berlin 1936 Olympic Games, after previously featuring as a demonstration event at the Paris 1924 Olympic Games.",When did canoe sprint become an Olympic medal discipline?,5,Canoe sprint became an Olympic medal discipline in 1936.
lacrosse,"Lacrosse is a team sport where players try to shoot a solid rubber ball into the opposition goal using a stick with a net on its end.

Field lacrosse is a 10-a-side game played on a 100m x 55m pitch with a face-off starting proceedings and restarting the game after a goal. Extensive protective equipment is a must with sticks being wielded in mid-air in what is most definitely a contact sport.

But the version being contested at the Los Angeles 2028 Olympic Games is World Lacrosse Sixes which is played on a 70m x 36m pitch featuring goals 10m in from the end-lines.",What are the dimensions of the pitch for World Lacrosse Sixes at the Los Angeles 2028 Olympic Games?,5,The dimensions of the pitch for World Lacrosse Sixes at the Los Angeles 2028 Olympic Games are typically 60 meters by 30 meters.
lacrosse,"By whom, where and when was Lacrosse invented?

Lacrosse is derived from a pastime of indigenous North American populations in the 12th century.

In aboriginal Canadian tradition, games were part of ritual and could last two or three days with teams comprising hundreds of men playing on a field several kilometres long.

Jesuit missionaries documented the sport of lacrosse in the 17th century with the Mohawk people reported as playing a game with a wooden ball and a stick with a hoop net in 1757.

Almost exactly 100 years later, dentist William George Beers founded the Montreal Lacrosse Club and codified the rules of the sport.",When was the Montreal Lacrosse Club founded and by whom?,3,The Montreal Lacrosse Club was founded in 1856 by George Beers.
lacrosse,"What are the rules of Lacrosse?

In World Lacrosse Sixes, five players plus a goalkeeper are drawn from a roster of 12 with games taking place over four eight-minute quarters.

The net at the end of the stick is used to carry, pass, catch and shoot with only goalkeepers allowed to touch the ball with their hands.

There is a shot clock of 30 seconds in which a team must make an attempt at goal or give up possession. A turnover also occurs if a team returns to its own half having moved into the attacking half.

Minor fouls result in a player being sent to the penalty box for 30 seconds with major fouls triggering a one-minute suspension.

At the end of the match, the team with most goals wins. In the event of a tie, there will be four-minute periods of sudden-death overtime until a goal is scored.",What is the shot clock time limit in World Lacrosse Sixes?,5,The shot clock time limit in World Lacrosse Sixes is 35 seconds.
lacrosse,"Lacrosse and the Olympics

Field lacrosse was played at previous Olympic Games but World Lacrosse Sixes is the propsed sport at Los Angeles 2028.

Men’s lacrosse was part of the St. Louis 1904 and London 1908 Olympic Games before making appearances as a demonstration sport at the Amsterdam 1928, Los Angeles 1932 and London 1948 Games.

Only three nations have previously contested Olympic lacrosse with Canada winning gold on both occasions.

Canada’s Winnipeg Shamrocks beat the United States to gold with the Mohawk Indians, also from Canada, taking bronze.

In 1908, Canada beat Great Britain in the only game in the competition to take a second gold.",Which nations have previously won gold in Olympic lacrosse?,4,"Canada, United States, and Australia."
lacrosse,"Best Lacrosse players to watch

The United States and Canada are the traditional powerhouses of field lacrosse although the latter have yet to win a women's world title. Australia are the only nation other than the United States to win the women's world crown, doing so twice in 1986 and 2005.

The two North American giants hold a duopoly over men's field lacrosse World Championships with the United States winning 11 titles to Canada's three.

But at the 2022 World Games in Birmingham, Alabama, where the World Lacrosse Sixes format was used, Canada beat the United States in both the men's and women's finals.

In the men's game, Canada's Zach Currier and Dhane Smith, and USA's Tom Schreiber, are leading players in both field and Sixes formats.

Veteran Dana Dobbie played a key role in Canada's women's World Games success with Aurora Cordingley another player equally adept in both formats.",Who are some of the leading players in both men's and women's field lacrosse and World Lacrosse Sixes formats as mentioned in the context?,4,"Some of the leading players in men's field lacrosse could be players like Lyle Thompson, Tom Schreiber, Paul Rabil, and Rob Pannell. In women's field lacrosse, players like Taylor Thornton, Marie McCool, Michelle Tumolo, and Kylie Ohlmiller could be considered top players. In World Lacrosse Sixes formats, players like Sergio Salcido, Jeff Teat, Marylyn Jamieson, and Emily Parros could be among the leading players."
acrobaticgymnastics,"Acrobatic gymnastics has existed in various forms and throughout different cultures for thousands of years. Depictions of acrobatics have been discovered in Bronze Age art, along with being mentioned in Homer’s epics and included in Ancient Greek symposiums and China’s Han Dynasty harvest festivals. It also served as entertainment for European courts during the Middle Ages.",How long has acrobatic gymnastics been practiced throughout various cultures?,5,"Acrobatic gymnastics has been practiced throughout various cultures for hundreds, if not thousands, of years. The exact origin and timeline of the practice is difficult to pinpoint, but it has been a part of human movement and performance for a long time."
acrobaticgymnastics,"Becoming a Discipline

Acrobatic gymnastics began to develop as a discipline through use of apparatus and through tumbling. Both aspects showcased the human body’s capabilities. The first competition rules for acrobatics were formed in the Soviet Union, where stadiums filled with spectators hoping to witness athletic feats, like forming giant human pyramids. The inaugural Soviet national championships were held in 1939.",Where were the first competition rules for acrobatics formed?,5,The first competition rules for acrobatics were formed in Germany.
acrobaticgymnastics,"Global Evolution

The first international tournament for what was then named “Sport Acrobatics” was held in Warsaw in 1957, with four participating teams. The International Federation of Sports Acrobatics (IFSA) was established in 1973, with the first world championships held the following year in Moscow, featuring teams from Bulgaria, Federal Republic of Germany, Great Britain, Hungary, Poland, the Soviet Union and the United States. In 1998, the discipline was adopted by the International Gymnastics Federation once IFSA dissolved. The discipline has been known as Acrobatic Gymnastics since 2007.",What year was the discipline of Acrobatic Gymnastics adopted by the International Gymnastics Federation?,5,2001.
acrobaticgymnastics,"Olympic History

Acrobatic gymnastics made its Olympic debut at the Summer Youth Olympic Games Buenos Aires 2018. The competition took the form of a mixed pair event and was won by Bulgaria’s Mariela Kostadinova and Panayot Dimitrov, who were also a part of the gold medal-winning team for the team event, which brought together gymnasts from different National Olympic Committees and from across Artistic, Rhythmic, Trampoline and Acrobatic Gymnastics",Which gymnasts won the gold medal in the mixed pair event for acrobatic gymnastics at the Summer Youth Olympic Games Buenos Aires 2018?,5,Anton Kraft and Evelina Rangelova from Bulgaria
rollerspeedskating,"Roller speed skating is a fast-paced discipline, with some athletes reaching speeds of up to 50km per hour.",How fast can some athletes reach while speed skating?,5,Some athletes can reach speeds of up to 30-35 miles per hour while speed skating.
rollerspeedskating,"The Basics

Roller speed skating events are usually held on outdoor — and occasionally indoor — rinks with banked walls or on closed road circuits. A maximum of five wheels are allowed on the inline skates athletes wear, and wheels cannot exceed diameters of 110mm. For marathons only, skates can have 125mm diameter wheels. No brakes are allowed. The constant jostling for a favourable position combined with the mass start, velodrome-like walls and 200m track make for thrilling competitions often decided by photo finishes.",What is the maximum diameter allowed for wheels on inline skates in roller speed skating events?,5,The maximum diameter allowed for wheels on inline skates in roller speed skating events is typically around 125mm.
rollerspeedskating,"Official

The first Roller Speed Skating World Championship was held in Monza, Italy, in 1937. The following year, London hosted the 1938 Track Roller Speed Skating World Championship. At the Olympic Summer Games Barcelona 1992, rink hockey, played on quad skates, was a demonstration sport. It marked the first time athletes on roller skates competed on the Olympic stage.",Where was the first Roller Speed Skating World Championship held in 1937?,5,"The first Roller Speed Skating World Championship was held in Montreux, Switzerland in 1937."
rollerspeedskating,"Combined Challenge

In roller speed skating, 14 athletes in each gender category (men’s and women’s) compete in three required events — 500m, 1,000m and the 5,000m elimination— to earn points for a total combined score. The winner of each race is awarded 14 points, with each subsequent finisher earning one less point down to one point for 14th place. The final rankings are decided by the total number of points each skater accumulates over the three events.",How are points awarded to athletes in the roller speed skating combined challenge?,5,"Points in the roller speed skating combined challenge are typically awarded based on the athlete's placement in each individual race. For example, the winner of a race may receive a certain number of points, while the second-place finisher receives slightly fewer points, and so on. These points are then totaled up to determine the overall winners of the competition."
rollerspeedskating,"Olympic History

Roller speed skating first appeared on the Olympic stage as a demonstration sport at the Summer Youth Olympic Games Nanjing 2014. After it was well received in China, it made its full Olympic debut at the Summer Youth Olympic Games Buenos Aires 2018, where it took place at the Paseo de la Costa from 7 to 8 October.

For Buenos Aires 2018, each National Olympic Committee (NOC) could enter a maximum of two competitors, one per each gender. After the combined events of 500m sprint, 1,000m sprint and 5,000m elimination, it was the Colombians who swept the inaugural Olympic roller speed skating events, with Jhony Andres Angulo Reina and Gabriela Isabel Rueda each claiming the gold.",Which National Olympic Committee won both the male and female gold medals in roller speed skating at the Summer Youth Olympic Games Buenos Aires 2018?,5,Colombia
artisticgymnastics,"Founded in 1881, the International Gymnastics Federation is the oldest international sports federation in the world. The origin of gymnastics dates to antiquity, when it was recommended by philosophers as a way of combining physical exercise with intellectual activity. The sport grew in popularity during the 19th century as an increasing number of competitions were formed, including the gymnastics competition at the newly revived Olympic Games in Athens in 1896.",What is the oldest international sports federation in the world and when was it founded?,5,"The oldest international sports federation in the world is the Union Internationale de Pentathlon Moderne (UIPM), which was founded in 1948."
artisticgymnastics,"Brief Overview of the Rules

Artistic gymnastics is composed of a number of individual competitions on different apparatus, as well as a team competition involving gender-specific apparatus. Each piece of apparatus requires different skills. Men compete across the floor exercise, pommel horse, rings, vault, parallel bars, and horizontal bar, while women’s events include the vault, uneven bars, balance beam, and floor exercise. Each element of gymnastic competition requires strength, agility, coordination, and precision.

Up until 2004, gymnastic routines at the Games were evaluated with a maximum of 10 points, but from 2005 the mode of scoring changed to a combination of a D score (difficulty/content of the exercise) and an E score (execution) to allow for a greater variation between athletes’ performances.

Changes to the scoring system were first considered following the Montreal 1976 Olympic Games, when Romanian gymnast Nadia Comaneci became the first competitor in history to earn a perfect score of 10.0 for her routine on the uneven bars during the team competition.",What two components make up the scoring system in artistic gymnastics since 2005?,5,The two components that make up the scoring system in artistic gymnastics since 2005 are the Difficulty Score (D-score) and the Execution Score (E-score).
artisticgymnastics,"Olympic History

Artistic gymnastics was introduced at the very first Olympic Games of the modern era in 1896 and has been included in every edition since. The competition was restricted to male competitors for 32 years until the 1928 Olympic Games in Amsterdam, when women were allowed to compete for the first time. It wasn't until 1952 that the women’s programme was developed with seven events, and then later stabilised at six events, as has been the case since the 1960 Games in Rome. There are eight events on the men’s programme.",When were women first allowed to compete in artistic gymnastics at the Olympic Games?,5,Women were first allowed to compete in artistic gymnastics at the Olympic Games in 1928.
cyclingbmxracing,"BMX racing emerged from the motocross craze that took off in California in the 1960s, as youngsters began racing their bikes on improvised tracks all over the state. BMX began to develop into a proper sport in the early 1980s; in 1981 the International BMX Federation was founded, with the first BMX world championships following one year later. BMX was integrated into the Union Cycliste Internationale (UCI) in 1993, thereby clearing the first hurdle required to feature at the Olympic Games.",When was BMX officially integrated into the Union Cycliste Internationale (UCI)?,5,BMX was officially integrated into the Union Cycliste Internationale (UCI) in 1993.
cyclingbmxracing,"Brief Overview of the Rules

BMX racing is a much more explosive format than other, more traditional cycling disciplines which tend to reward endurance over several minutes, whereas BMX racing requires an intense burst of energy over a brief period lasting just a few seconds. Sprint races are contested by a maximum of eight riders on a track packed with jumps, banked corners and obstacles, where the rider with the quickest reactions and fastest pace wins.

Riders launch themselves from a gate atop the eight-metre high start hill onto the 400m track, reaching speeds of up to 60 km/h. Quick reactions and explosive power are essential to burst out of the gate at the front of the pack and hold on to the lead through to the finish line. The final race is often a thrilling spectacle that viewers watch with bated breath.",What are the key attributes required to succeed in BMX racing?,5,"Some key attributes required to succeed in BMX racing may include excellent bike handling skills, agility, strength, speed, endurance, balance, fearlessness, and adaptability to different track conditions."
cyclingbmxracing,"Olympic History

In 2003, the International Olympic Committee made BMX an Olympic sport for the Beijing 2008 Olympic Games. Despite the sport’s relatively short history on the Olympic stage, certain athletes have already made their presence felt at the Games; two-time Olympic gold medalist Mariana Pajón (COL) and Tokyo 2020 champion and 2021 world champion Niek Kimmann (NED) are two of the favourites to finish on top of the podium at Paris 2024.",Who were the two-time Olympic gold medalist and the Tokyo 2020 champion in BMX racing mentioned in the context?,5,Connor Fields
basketball3x3,"Considered to be the number one urban sport in the world, 3X3 basketball has its roots in street basketball—a creative variation of the indoor game with a less formal structure. Evolving from outdoor courts to the Olympic Games, 3X3 basketball has been structured over the years by the International Basketball Federation (FIBA), the governing body responsible for developing basketball. The introduction of events such as the 3X3 World Tour and the 3X3 Superleague in France reflects the soaring popularity of this young urban sport, played in an electric atmosphere whipped up by a DJ and their music.",What governing body is responsible for developing and structuring 3X3 basketball?,5,FIBA (International Basketball Federation)
basketball3x3,"Brief Overview of the Rules

3X3 basketball is played on one half of a basketball court where two teams of three players compete. Both teams attack and defend the same hoop, depending on who has possession of the ball. The winner is the team with the highest score at the end of 10 minutes or the first team to reach 21 points. The three‑point line in conventional basketball serves as the two-point line in 3X3 basketball, with shots made outside the line earning two points and those inside it one.

Although 3X3 games are shorter, 3X3 players need to demonstrate just as much flexibility, skill, and anticipation as 5x5 players, as well as arguably superior endurance.",How many players are on each team in a game of 3X3 basketball?,5,There are 3 players on each team in a game of 3X3 basketball.
basketball3x3,"Olympic History

3X3 basketball featured at the Singapore 2010 Youth Olympic Games, Nanjing 2014 Youth Olympic Games, and the Buenos Aires 2018 Youth Olympic Games, drawing huge crowds at all three competitions. In 2017, on the back of this young sport’s resounding success, the IOC announced its decision to include 3X3 basketball as part of the Olympic programme at the Tokyo 2020 Olympic Games, where the first-ever 3X3 Olympic titles were won. This young, dynamic, spectacular, and urban variation of basketball will be sure to captivate Olympic spectators once again at Paris 2024!",When was 3X3 basketball first included in the Olympic programme?,5,3X3 basketball was first included in the Olympic programme at the 2020 Tokyo Olympics.
handball,"Handball was first played towards the end of the 19th century in Scandinavia and Germany, where field handball was also gaining recognition as a sport. G.Wallström introduced the sport to Sweden in 1910. The two versions of the sport were played until 1966, when indoor handball began to replace field handball.",When did indoor handball start to replace field handball as the primary version of the sport?,5,Indoor handball started to replace field handball as the primary version of the sport in the 1960s.
handball,"Brief Overview of the Rules

The modern version is played on an indoor court measuring 40m x 20m between two teams of seven players each. Players can take up to three steps without dribbling and can hold the ball for a maximum of three seconds. The team with the most goals at the end of the two 30-minute halves wins. Twelve teams compete in both the women’s and men’s tournaments at the Olympic Games.

Handball is a contact sport in which attackers and defenders can make body contact with an opponent, making it a very physical and demanding sport. Offensive strategies are even encouraged, as passive play is illegal. Endurance and strength are therefore vital qualities for the players; however, this sport also involves tactics, teamwork, and flexibility, as all players alternate between attack and defence.",How long are the halves in a handball game?,5,The halves in a handball game are typically 30 minutes each.
handball,"Olympic History

Field handball made its Olympic debut at the Berlin 1936 Games and was a demonstration sport at the Helsinki 1952 Games. The indoor version first appeared on the Olympic programme 20 years later at the Munich 1972 Games.

The first women’s competition was held four years later at the Montreal 1976 Olympic Games.",When did indoor handball first appear on the Olympic programme?,5,Indoor handball first appeared on the Olympic programme in 1972 at the Munich Games.
karate,"Karate is a Japanese martial art that uses striking techniques with hands, feet, elbows, and knees, as well as blocking and grappling, to develop physical and mental discipline.",What are the primary techniques used in Karate?,5,"The primary techniques used in Karate include punches, kicks, strikes, blocks, and stances."
karate,"By whom, where and when was Karate invented?

Karate is an ancient discipline with the roots of its current form originating on the Japanese island of Okinawa during the Ryukyu Dynasty, which was established in the 15th century.

It became popular across Japan in the 1920s and expanded internationally following World War II.

A karate practitioner is called a karateka.",When did Karate become popular across Japan and expand internationally following World War II?,5,Karate became popular across Japan and expanded internationally following World War II in the 1950s and 1960s.
karate,"What are the different types of Karate? What are the rules of Karate?

Karate comprises two modalities: Kumite and Kata. In Kumite, or combat, the winner of the three-minute fights is the one who obtains a clear lead of eight points, or the competitor having the highest number of points at time-up. If the fight is a draw, then the winner is determined by the first unopposed point advantage (Senshu) or in the case of a scoreless result, by a majority decision of the judges (Hantei).

Points are scored according to correctly-executed techniques of controlled punches, strikes and kicks.

One point – “Yuko” – is awarded for delivering a punch with a closed hand (tsuki) to the head, neck, belly, side, back or torso of the opponent.

Two points – “Waza-ari” – are awarded for a kick to the body.

Three points – “Ippon” – are scored for a high kick delivered to the head, or for a punch delivered on an opponent who has been taken to the ground after a sweep or takedown.

In Kata (meaning ""form""), competitors execute a set of pre-approved choreographed movements, with the winner being declared by a pool of judges using an electronic voting system.

Karateka are evaluated according to technical and athletic performances.",What are the different scoring rules in Kumite (combat) in Karate?,5,"In Kumite (combat) in Karate, the different scoring rules include techniques such as clean and controlled punches, kicks, and strikes to the opponent's head, torso, and sides. Points are awarded based on the effectiveness of the strike, with more points given for techniques that cause the opponent to stumble or show visible impact. In some competitions, additional points may be awarded for high difficulty or flashy techniques, as well as penalties for illegal or unsportsmanlike behavior."
karate,"Karate and the Olympics

Karate made its full Olympic debut at Tokyo 2020 after being on the programme at the Youth Olympic Games Buenos Aires 2018.

In Tokyo, the sport featured Kumite and Kata events, with 80 athletes overall competing and a 50/50 split between men and women.

The Olympic competition took place at the legendary Nippon Budokan, Tokyo, which is considered a heartbeat for martial arts practitioners and enthusiasts.",What events did Karate feature at the Tokyo 2020 Olympics?,5,Karate featured two events at the Tokyo 2020 Olympics: Kata (forms) and Kumite (sparring).
